iter	RMSE
323	1.707823626
324	1.706782053
325	1.705384449
326	1.704439058
327	1.702945148
328	1.70147881
329	1.700457751
330	1.699086114
331	1.698150279
332	1.697118643
333	1.695892226
334	1.695049855
335	1.693991641
336	1.692386607
337	1.691690364
338	1.69081293
339	1.68951291
340	1.688474606
341	1.687555646
342	1.686503846
343	1.68557892
344	1.68420097
345	1.683237456
346	1.682141896
347	1.68075206
348	1.679572981
349	1.678214276
350	1.677282746
351	1.676394428
352	1.674941427
353	1.673735456
354	1.672042771
355	1.670900207
356	1.669525889
357	1.668216095
358	1.667248684
359	1.665646074
360	1.665007885
361	1.663532521
362	1.662172128
363	1.661537465
364	1.659986365
365	1.658568607
366	1.657357895
367	1.65683702
368	1.65595115
369	1.655332131
370	1.654216597
371	1.653293403
372	1.65237358
373	1.651213452
374	1.65011801
375	1.649255061
376	1.648016771
377	1.64700209
378	1.646124519
379	1.645553714
380	1.644798537
381	1.643471405
382	1.64216164
383	1.640748877
384	1.639495079
385	1.63842003
386	1.63702247
387	1.635211508
388	1.634946055
389	1.633909356
390	1.632586652
391	1.631694194
392	1.631104763
393	1.629824829
394	1.629145277
395	1.628243086
396	1.62692249
397	1.626510329
398	1.625588028
399	1.625350471
400	1.624444231
401	1.623803373
402	1.622455094
403	1.621705769
404	1.620727296
405	1.620113452
406	1.619331605
407	1.618333368
408	1.617530418
409	1.616364203
410	1.614917544
411	1.614025622
412	1.613081805
413	1.612547065
414	1.611646835
415	1.610748438
416	1.609565564
417	1.608617716
418	1.607516472
419	1.606665386
420	1.605816671
421	1.605099548
422	1.604366072
423	1.603559927
424	1.602970831
425	1.601859534
426	1.601021706
427	1.599958685
428	1.599096343
429	1.59822458
430	1.597159349
431	1.595917198
432	1.594827038
433	1.593578008
434	1.592040908
435	1.590637394
436	1.589902002
437	1.588810968
438	1.587584089
439	1.586321272
440	1.585464661
441	1.584535895
442	1.583362219
443	1.582587713
444	1.581971872
445	1.581242654
446	1.580104735
447	1.579065451
448	1.577749696
449	1.577225162
450	1.576335881
451	1.575715916
452	1.574938619
453	1.573742833
454	1.572372653
455	1.571864244
456	1.570588937
457	1.569121287
458	1.568362071
459	1.567688343
460	1.566473737
461	1.565506472
462	1.564829877
463	1.56420552
464	1.563550364
465	1.562461636
466	1.561473475
467	1.56098652
468	1.560102447
469	1.559621125
470	1.558958322
471	1.558004009
472	1.557061983
473	1.556373069
474	1.555889963
475	1.555427256
476	1.554980354
477	1.554238976
478	1.553461072
479	1.552257242
480	1.550847939
481	1.549639944
482	1.548480638
483	1.547923118
484	1.547231703
485	1.546456906
486	1.546011636
487	1.545090951
488	1.544350347
489	1.542729655
490	1.541975531
491	1.541323265
492	1.540805295
493	1.539847113
494	1.538834166
495	1.538206583
496	1.536782794
497	1.535685231
498	1.534903983
499	1.534394342
500	1.533346737
501	1.533102432
502	1.532343984
503	1.531544896
504	1.530917564
505	1.530486458
506	1.529583689
507	1.529035245
508	1.528139288
509	1.52700712
510	1.526594241
511	1.525585147
512	1.524913501
513	1.524047628
514	1.523089179
515	1.522142593
516	1.521277338
517	1.51998735
518	1.519164892
519	1.518408642
520	1.517529242
521	1.516703744
522	1.516309266
523	1.515502875
524	1.513756088
525	1.512685374
526	1.511877754
527	1.511329039
528	1.510448007
529	1.509480659
530	1.508648253
531	1.50797726
532	1.507297294
533	1.506536616
534	1.505740862
535	1.504433932
536	1.503719976
537	1.50282867
538	1.502127592
539	1.501643554
540	1.501227292
541	1.500425722
542	1.499730636
543	1.49899134
544	1.497640125
545	1.496906799
546	1.496462729
547	1.495599354
548	1.494647028
549	1.49382376
550	1.492813168
551	1.492201065
552	1.491555876
553	1.490320295
554	1.489819861
555	1.489034102
556	1.488323808
557	1.487376029
558	1.486180068
559	1.485579391
560	1.484823487
561	1.483817478
562	1.483209399
563	1.48281729
564	1.482186298
565	1.481346501
566	1.480941516
567	1.480305773
568	1.479260864
569	1.47861426
570	1.477816176
571	1.477138794
572	1.476777381
573	1.47610599
574	1.475528148
575	1.47502979
576	1.473910301
577	1.473194467
578	1.472730975
579	1.471749288
580	1.470731842
581	1.470383764
582	1.469651215
583	1.468967672
584	1.467950746
585	1.46716403
586	1.466328039
587	1.465457294
588	1.464661053
589	1.463304048
590	1.462293961
591	1.461162192
592	1.460334346
593	1.459632993
594	1.458683448
595	1.457379587
596	1.456303378
597	1.455682471
598	1.454945388
599	1.454137493
600	1.452732103
601	1.452169188
602	1.4514232
603	1.451154039
604	1.450855677
605	1.449826695
606	1.448843521
607	1.447982818
608	1.447447254
609	1.446854455
610	1.44611186
611	1.445541423
612	1.44494633
613	1.444231076
614	1.443533483
615	1.442894317
616	1.442110906
617	1.441307174
618	1.440296907
619	1.439552409
620	1.439032545
621	1.438082148
622	1.437436055
623	1.436956672
624	1.436232967
625	1.435914501
626	1.434928576
627	1.434149035
628	1.433542179
629	1.43290589
630	1.432185827
631	1.431344488
632	1.430609918
633	1.430327242
634	1.429380485
635	1.428545861
636	1.427576269
637	1.426803161
638	1.426123315
639	1.425129382
640	1.424663853
641	1.423478099
642	1.422677232
643	1.421700632
644	1.420814683
645	1.420236072
646	1.419245134
647	1.418931575
648	1.418428352
649	1.4179418
650	1.417287044
651	1.416369355
652	1.415767481
653	1.415013462
654	1.414511484
655	1.413847446
656	1.413432174
657	1.412668746
658	1.41212979
659	1.411312704
660	1.41052486
661	1.410012476
662	1.409298259
663	1.408194959
664	1.407506659
665	1.406648713
666	1.405938361
667	1.405147712
668	1.40432978
669	1.404026938
670	1.403410777
671	1.402391682
672	1.401934182
673	1.401166926
674	1.400360743
675	1.399982275
676	1.399627956
677	1.398902534
678	1.3984039
679	1.39755701
680	1.397071977
681	1.396081535
682	1.394656542
683	1.394035307
684	1.393247844
685	1.392190183
686	1.391301818
687	1.390760478
688	1.390333
689	1.389425535
690	1.388638052
691	1.388186682
692	1.387374815
693	1.386666928
694	1.385880672
695	1.385167673
696	1.384178702
697	1.383805149
698	1.383327939
699	1.382611095
700	1.381622696
701	1.38100912
702	1.380222548
703	1.379772441
704	1.3794875
705	1.378951405
706	1.378263021
707	1.377780265
708	1.376735374
709	1.375967445
710	1.375216604
711	1.374671398
712	1.374343726
713	1.373650366
714	1.373037268
715	1.372399125
716	1.37171389
717	1.371055157
718	1.37052147
719	1.369600862
720	1.368897202
721	1.36804727
722	1.367655383
723	1.367115433
724	1.366357896
725	1.365438237
726	1.364987635
727	1.363451594
728	1.362775973
729	1.362095138
730	1.361394805
731	1.360720655
732	1.359530313
733	1.358942523
734	1.358016407
735	1.357619253
736	1.356945087
737	1.3563276
738	1.355380921
739	1.354818758
740	1.354209667
741	1.353509915
742	1.352589051
743	1.352075978
744	1.35154939
745	1.351020843
746	1.350437504
747	1.349431462
748	1.348777654
749	1.348082854
750	1.347671194
751	1.347135234
752	1.346645489
753	1.346031131
754	1.345038883
755	1.344735572
756	1.344118867
757	1.343348814
758	1.342171244
759	1.34167822
760	1.341141199
761	1.340697754
762	1.339963889
763	1.338757816
764	1.338100928
765	1.337435476
766	1.337083034
767	1.336557886
768	1.335956144
769	1.33503462
770	1.334782593
771	1.334216974
772	1.333721792
773	1.333184022
774	1.332477071
775	1.331342279
776	1.330536586
777	1.330055212
778	1.329304533
779	1.328758168
780	1.328269544
781	1.327761768
782	1.3271416
783	1.326586714
784	1.326122589
785	1.325264072
786	1.324684364
787	1.324141735
788	1.323431595
789	1.322908595
790	1.322462183
791	1.321965501
792	1.321539788
793	1.320476229
794	1.319998092
795	1.31921892
796	1.318440711
797	1.317662947
798	1.317285848
799	1.316467074
800	1.316100456
801	1.315702212
802	1.315136914
803	1.314227628
804	1.313679825
805	1.313215485
806	1.312359769
807	1.311917425
808	1.311465546
809	1.311034812
810	1.310717969
811	1.31020816
812	1.309817747
813	1.309520319
814	1.30893547
815	1.308442941
816	1.30792204
817	1.307523256
818	1.306925218
819	1.306732289
820	1.306424483
821	1.305873805
822	1.305255507
823	1.30493513
824	1.304704016
825	1.304292307
826	1.303663421
827	1.303284164
828	1.302777981
829	1.302317607
830	1.301927566
831	1.301492438
832	1.30055735
833	1.299972057
834	1.299312222
835	1.298761995
836	1.298247891
837	1.297622626
838	1.296997703
839	1.296545503
840	1.296068176
841	1.295645878
842	1.295099082
843	1.294550712
844	1.294243436
845	1.293807987
846	1.293252372
847	1.29265195
848	1.292091347
849	1.291844697
850	1.291422165
851	1.290733716
852	1.290258826
853	1.289853099
854	1.28966473
855	1.289249948
856	1.288425956
857	1.287533302
858	1.286716026
859	1.286261429
860	1.285417967
861	1.284748183
862	1.284220701
863	1.283645408
864	1.283079046
865	1.282586922
866	1.282031555
867	1.281618016
868	1.281083657
869	1.280221881
870	1.279575293
871	1.279226093
872	1.278928943
873	1.278497811
874	1.278051799
875	1.277592121
876	1.27737861
877	1.276652502
878	1.276075972
879	1.275557329
880	1.275222433
881	1.274535438
882	1.27407141
883	1.273635901
884	1.273283956
885	1.273020613
886	1.272204902
887	1.271732659
888	1.271417339
889	1.270871105
890	1.270545982
891	1.270141216
892	1.269447114
893	1.269110828
894	1.268295048
895	1.267738703
896	1.267205851
897	1.266690922
898	1.266237022
899	1.265424325
900	1.264753518
901	1.264062449
902	1.263531318
903	1.262828754
904	1.2620283
905	1.261195037
906	1.260875461
907	1.260675535
908	1.260545902
909	1.259759356
910	1.259047567
911	1.258196079
912	1.258006057
913	1.257646173
914	1.257550887
915	1.257185906
916	1.256617054
917	1.255801225
918	1.255271373
919	1.254752181
920	1.254180239
921	1.253827773
922	1.253392306
923	1.252900245
924	1.251993783
925	1.251218585
926	1.250995131
927	1.250545061
928	1.250121847
929	1.249737646
930	1.249162267
931	1.248747774
932	1.248175392
933	1.247649333
934	1.247032851
935	1.246554431
936	1.246112599
937	1.245573079
938	1.24515014
939	1.244468903
940	1.244185461
941	1.243850107
942	1.243505541
943	1.242992549
944	1.242255588
945	1.241902588
946	1.241468509
947	1.241262293
948	1.240610459
949	1.240183662
950	1.239567844
951	1.239192181
952	1.238642952
953	1.238334881
954	1.237752462
955	1.237126478
956	1.236665362
957	1.236097637
958	1.235409332
959	1.234731494
960	1.233586933
961	1.233186231
962	1.232999763
963	1.232671638
964	1.231749897
965	1.231319269
966	1.230811029
967	1.230307564
968	1.229798445
969	1.229288215
970	1.228449945
971	1.228092714
972	1.22772097
973	1.227399351
974	1.227088694
975	1.226560545
976	1.22602496
977	1.225576344
978	1.225239407
979	1.224816546
980	1.224397778
981	1.223799942
982	1.223285061
983	1.222702607
984	1.222098482
985	1.221633987
986	1.220777708
987	1.220338367
988	1.219650492
989	1.219221805
990	1.218701597
991	1.218484496
992	1.217673046
993	1.217188266
994	1.216431892
995	1.215940461
996	1.215424468
997	1.214733208
998	1.214017555
999	1.212816214
1000	1.212292859
1001	1.211695509
1002	1.211358553
1003	1.211107175
1004	1.210816302
1005	1.210109726
1006	1.209626361
1007	1.208772184
1008	1.208596602
1009	1.208151723
1010	1.20734207
1011	1.206676946
1012	1.206412963
1013	1.205871078
1014	1.205494783
1015	1.204925667
1016	1.204553542
1017	1.20409462
1018	1.203740498
1019	1.203423212
1020	1.202982691
1021	1.202479263
1022	1.2020525
1023	1.201566256
1024	1.200862601
1025	1.200218372
1026	1.199463128
1027	1.199052319
1028	1.198751191
1029	1.198193937
1030	1.197658027
1031	1.197240758
1032	1.196784839
1033	1.196198814
1034	1.195958254
1035	1.195535501
1036	1.194586196
1037	1.193999285
1038	1.193799071
1039	1.193492019
1040	1.193137427
1041	1.192969474
1042	1.192862623
1043	1.192403411
1044	1.191892044
1045	1.191725946
1046	1.191406347
1047	1.19108777
1048	1.190623587
1049	1.190369413
1050	1.189980079
1051	1.189452518
1052	1.189016328
1053	1.188624097
1054	1.188150933
1055	1.187832171
1056	1.187287702
1057	1.186659034
1058	1.186171594
1059	1.185871929
1060	1.185651074
1061	1.185186109
1062	1.18463381
1063	1.184259064
1064	1.183666346
1065	1.183337862
1066	1.183132676
1067	1.18277644
1068	1.182438479
1069	1.181832902
1070	1.181381529
1071	1.181012465
1072	1.180467767
1073	1.180385739
1074	1.17957773
1075	1.179113492
1076	1.178571474
1077	1.17806018
1078	1.177711262
1079	1.177357858
1080	1.176928412
1081	1.176426799
1082	1.17592425
1083	1.175293451
1084	1.174808377
1085	1.174564887
1086	1.174467264
1087	1.173861774
1088	1.173569638
1089	1.173087532
1090	1.172845354
1091	1.172434618
1092	1.171597175
1093	1.171076741
1094	1.170452967
1095	1.16984238
1096	1.169436577
1097	1.169193701
1098	1.168819294
1099	1.168300108
1100	1.168000431
1101	1.167520325
1102	1.167141904
1103	1.167015375
1104	1.166825793
1105	1.166614492
1106	1.16636622
1107	1.166171314
1108	1.165878516
1109	1.165457576
1110	1.164907667
1111	1.164471326
1112	1.163729693
1113	1.163151615
1114	1.162924834
1115	1.162550243
1116	1.162377676
1117	1.162163271
1118	1.161698978
1119	1.161206631
1120	1.160955669
1121	1.160521793
1122	1.160235423
1123	1.159969212
1124	1.159501893
1125	1.158841517
1126	1.158634356
1127	1.158233809
1128	1.157938363
1129	1.157470696
1130	1.157146709
1131	1.156627762
1132	1.156059091
1133	1.155670424
1134	1.15532095
1135	1.15491714
1136	1.15434935
1137	1.153780447
1138	1.153170295
1139	1.152786864
1140	1.152453298
1141	1.152260162
1142	1.151733561
1143	1.151558545
1144	1.151018785
1145	1.150469657
1146	1.150136561
1147	1.149758863
1148	1.14947692
1149	1.148868189
1150	1.148331166
1151	1.147480185
1152	1.146923202
1153	1.146493141
1154	1.146137977
1155	1.145810841
1156	1.145615727
1157	1.145042414
1158	1.144464489
1159	1.144059027
1160	1.143830067
1161	1.143510387
1162	1.14281782
1163	1.142374759
1164	1.14189405
1165	1.141386751
1166	1.14106124
1167	1.140526624
1168	1.140236214
1169	1.139826374
1170	1.139622225
1171	1.139452974
1172	1.13906545
1173	1.138771223
1174	1.138489859
1175	1.138189459
1176	1.137668658
1177	1.137147501
1178	1.136620319
1179	1.136048197
1180	1.135567321
1181	1.135124319
1182	1.134407572
1183	1.133841401
1184	1.133566705
1185	1.133207367
1186	1.132855029
1187	1.132197608
1188	1.131905578
1189	1.131600798
1190	1.131236687
1191	1.130661319
1192	1.13012498
1193	1.12981839
1194	1.129538234
1195	1.128888432
1196	1.128291932
1197	1.127625752
1198	1.127228105
1199	1.126532834
