iter	Passed	Remaining
427	1882	3395
428	1885	3389
429	1892	3388
430	1896	3384
431	1899	3377
432	1902	3370
433	1908	3368
434	1911	3361
435	1914	3354
436	1917	3347
437	1920	3340
438	1928	3342
439	1931	3336
440	1934	3329
441	1938	3324
442	1945	3324
443	1948	3317
444	1951	3311
445	1959	3313
446	1963	3306
447	1966	3300
448	1969	3294
449	1976	3293
450	1979	3287
451	1982	3281
452	1986	3275
453	1990	3269
454	1993	3263
455	1996	3257
456	1999	3250
457	2003	3246
458	2009	3244
459	2013	3238
460	2016	3231
461	2021	3228
462	2028	3229
463	2031	3223
464	2037	3220
465	2043	3218
466	2046	3212
467	2049	3205
468	2055	3203
469	2060	3199
470	2067	3200
471	2071	3195
472	2075	3189
473	2078	3183
474	2081	3176
475	2085	3171
476	2093	3173
477	2096	3167
478	2100	3161
479	2106	3159
480	2109	3153
481	2112	3147
482	2116	3141
483	2124	3142
484	2127	3136
485	2130	3129
486	2136	3127
487	2145	3130
488	2149	3125
489	2156	3125
490	2160	3119
491	2163	3113
492	2169	3111
493	2173	3106
494	2176	3100
495	2179	3094
496	2186	3092
497	2190	3087
498	2193	3081
499	2196	3074
500	2205	3076
501	2208	3070
502	2211	3064
503	2217	3062
504	2222	3058
505	2226	3053
506	2229	3047
507	2234	3043
508	2237	3037
509	2240	3031
510	2244	3025
511	2248	3021
512	2253	3018
513	2257	3012
514	2260	3006
515	2266	3004
516	2271	3001
517	2274	2994
518	2277	2988
519	2286	2990
520	2290	2984
521	2293	2978
522	2299	2976
523	2304	2972
524	2307	2966
525	2310	2960
526	2317	2959
527	2321	2954
528	2325	2949
529	2328	2943
530	2335	2942
531	2338	2936
532	2341	2930
533	2345	2925
534	2352	2923
535	2355	2917
536	2358	2911
537	2364	2909
538	2369	2905
539	2372	2899
540	2375	2893
541	2381	2890
542	2385	2886
543	2388	2880
544	2396	2880
545	2399	2874
546	2402	2868
547	2405	2862
548	2408	2856
549	2414	2853
550	2417	2848
551	2424	2846
552	2430	2843
553	2434	2838
554	2437	2833
555	2440	2827
556	2449	2827
557	2452	2821
558	2455	2815
559	2458	2810
560	2466	2809
561	2469	2803
562	2472	2797
563	2478	2794
564	2481	2788
565	2484	2783
566	2487	2777
567	2490	2771
568	2498	2770
569	2501	2765
570	2505	2759
571	2511	2757
572	2518	2755
573	2522	2750
574	2527	2747
575	2533	2744
576	2536	2738
577	2539	2732
578	2548	2732
579	2551	2727
580	2554	2721
581	2559	2718
582	2563	2712
583	2566	2707
584	2569	2701
585	2572	2695
586	2580	2694
587	2583	2689
588	2587	2683
589	2592	2680
590	2597	2676
591	2600	2670
592	2603	2665
593	2612	2665
594	2617	2661
595	2620	2655
596	2629	2655
597	2633	2650
598	2635	2644
599	2641	2641
600	2644	2636
601	2647	2630
602	2651	2624
603	2654	2618
604	2663	2619
605	2669	2616
606	2676	2614
607	2680	2609
608	2683	2603
609	2686	2598
610	2694	2597
611	2697	2592
612	2700	2586
613	2706	2583
614	2711	2579
615	2716	2575
616	2720	2570
617	2724	2565
618	2727	2560
619	2730	2554
620	2733	2549
621	2738	2544
622	2743	2541
623	2746	2535
624	2749	2529
625	2753	2524
626	2760	2522
627	2763	2517
628	2766	2511
629	2772	2508
630	2777	2504
631	2780	2499
632	2783	2493
633	2789	2490
634	2793	2485
635	2796	2480
636	2799	2474
637	2805	2471
638	2810	2467
639	2814	2463
640	2817	2457
641	2822	2453
642	2826	2448
643	2829	2442
644	2832	2437
645	2839	2435
646	2842	2429
647	2845	2424
648	2849	2418
649	2857	2418
650	2860	2412
651	2864	2407
652	2870	2404
653	2875	2400
654	2878	2395
655	2881	2389
656	2887	2386
657	2890	2380
658	2893	2375
659	2896	2369
660	2899	2364
661	2904	2360
662	2908	2355
663	2913	2351
664	2918	2348
665	2924	2344
666	2927	2339
667	2930	2334
668	2939	2333
669	2942	2327
670	2946	2322
671	2952	2319
672	2957	2315
673	2960	2310
674	2968	2309
675	2971	2303
676	2975	2298
677	2978	2293
678	2982	2288
679	2988	2285
680	2991	2280
681	2994	2274
682	2999	2270
683	3008	2269
684	3017	2268
685	3022	2264
686	3026	2260
687	3037	2260
688	3041	2256
689	3045	2250
690	3053	2249
691	3057	2244
692	3060	2238
693	3066	2235
694	3071	2231
695	3074	2226
696	3077	2220
697	3083	2217
698	3087	2213
699	3090	2207
700	3093	2202
701	3100	2199
702	3105	2195
703	3108	2189
704	3111	2184
705	3119	2182
706	3122	2177
707	3125	2172
708	3131	2168
709	3134	2163
710	3137	2157
711	3140	2152
712	3143	2147
713	3148	2143
714	3152	2138
715	3156	2133
716	3159	2128
717	3168	2126
718	3171	2121
719	3174	2116
720	3181	2113
721	3185	2108
722	3188	2103
723	3192	2098
724	3200	2096
725	3204	2092
726	3207	2087
727	3213	2083
728	3217	2078
729	3220	2073
730	3223	2068
731	3227	2063
732	3233	2059
733	3236	2055
734	3240	2049
735	3245	2046
736	3251	2042
737	3254	2037
738	3257	2031
739	3266	2030
740	3269	2025
741	3272	2019
742	3277	2015
743	3282	2012
744	3285	2006
745	3289	2001
746	3294	1997
747	3297	1992
748	3300	1987
749	3304	1982
750	3307	1977
751	3313	1974
752	3316	1968
753	3319	1963
754	3322	1958
755	3333	1957
756	3336	1952
757	3340	1947
758	3347	1944
759	3350	1939
760	3353	1934
761	3359	1931
762	3365	1927
763	3368	1922
764	3371	1916
765	3376	1912
766	3379	1907
767	3382	1902
768	3385	1897
769	3388	1892
770	3395	1889
771	3402	1886
772	3408	1882
773	3413	1878
774	3416	1873
775	3419	1868
776	3426	1865
777	3430	1860
778	3433	1855
779	3436	1850
780	3443	1847
781	3446	1842
782	3449	1837
783	3452	1832
784	3458	1828
785	3461	1823
786	3464	1818
787	3468	1813
788	3471	1808
789	3477	1804
790	3480	1799
791	3483	1794
792	3487	1789
793	3494	1787
794	3498	1782
795	3501	1777
796	3510	1775
797	3513	1770
798	3516	1765
799	3522	1761
800	3527	1757
801	3531	1752
802	3534	1747
803	3539	1743
804	3543	1738
805	3546	1733
806	3549	1728
807	3552	1723
808	3559	1720
809	3563	1715
810	3566	1710
811	3572	1706
812	3577	1702
813	3580	1697
814	3583	1692
815	3591	1690
816	3598	1686
817	3601	1682
818	3608	1678
819	3612	1673
820	3615	1668
821	3621	1665
822	3624	1660
823	3627	1655
824	3630	1650
825	3634	1645
826	3641	1642
827	3644	1637
828	3647	1632
829	3654	1629
830	3658	1624
831	3661	1619
832	3664	1614
833	3673	1612
834	3677	1607
835	3680	1602
836	3685	1598
837	3691	1594
838	3698	1591
839	3703	1587
840	3706	1582
841	3709	1577
842	3712	1572
843	3715	1567
844	3723	1564
845	3726	1559
846	3730	1554
847	3737	1551
848	3740	1546
849	3743	1541
850	3746	1536
851	3755	1533
852	3758	1528
853	3761	1523
854	3766	1519
855	3771	1515
856	3775	1510
857	3778	1505
858	3783	1501
859	3786	1496
860	3789	1492
861	3794	1487
862	3797	1482
863	3804	1479
864	3807	1474
865	3810	1469
866	3816	1465
867	3821	1461
868	3824	1456
869	3827	1451
870	3834	1448
871	3838	1443
872	3841	1438
873	3844	1433
874	3850	1430
875	3854	1425
876	3857	1420
877	3860	1415
878	3865	1411
879	3868	1406
880	3871	1401
881	3874	1397
882	3877	1392
883	3885	1389
884	3889	1384
885	3892	1379
886	3898	1375
887	3903	1371
888	3906	1366
889	3909	1361
890	3914	1357
891	3919	1353
892	3923	1348
893	3926	1343
894	3933	1340
895	3937	1335
896	3940	1330
897	3943	1326
898	3947	1321
899	3951	1317
900	3954	1312
901	3957	1307
902	3962	1303
903	3967	1298
904	3970	1294
905	3973	1289
906	3978	1285
907	3985	1281
908	3988	1276
909	3994	1273
910	4003	1270
911	4006	1265
912	4014	1261
913	4017	1257
914	4020	1252
915	4023	1247
916	4028	1243
917	4031	1238
918	4034	1233
919	4037	1228
920	4040	1224
921	4046	1220
922	4050	1215
923	4053	1210
924	4056	1206
925	4064	1202
926	4067	1197
927	4070	1193
928	4076	1189
929	4086	1186
930	4089	1181
931	4097	1178
932	4100	1173
933	4103	1168
934	4109	1164
935	4112	1160
936	4116	1155
937	4119	1150
938	4122	1145
939	4129	1142
940	4132	1137
941	4135	1132
942	4141	1128
943	4146	1124
944	4149	1119
945	4153	1115
946	4161	1111
947	4164	1107
948	4167	1102
949	4172	1097
950	4178	1094
951	4182	1089
952	4187	1085
953	4191	1080
954	4196	1076
955	4199	1071
956	4202	1067
957	4211	1063
958	4214	1059
959	4217	1054
960	4224	1050
961	4228	1046
962	4231	1041
963	4234	1036
964	4243	1033
965	4246	1028
966	4249	1023
967	4255	1019
968	4259	1015
969	4262	1010
970	4266	1006
971	4271	1001
972	4279	998
973	4288	995
974	4293	990
975	4296	986
976	4299	981
977	4305	977
978	4310	972
979	4312	968
980	4316	963
981	4322	959
982	4326	955
983	4329	950
984	4332	945
985	4340	942
986	4343	937
987	4346	932
988	4350	928
989	4354	923
990	4357	918
991	4359	914
992	4363	909
993	4366	904
994	4373	901
995	4377	896
996	4380	891
997	4385	887
998	4391	883
999	4394	878
1000	4397	874
1001	4404	870
1002	4408	865
1003	4411	861
1004	4414	856
1005	4421	852
1006	4425	848
1007	4428	843
1008	4431	838
1009	4435	834
1010	4439	829
1011	4442	825
1012	4445	820
1013	4448	816
1014	4455	812
1015	4458	807
1016	4461	802
1017	4467	798
1018	4474	794
1019	4478	790
1020	4484	786
1021	4489	782
1022	4493	777
1023	4496	772
1024	4504	768
1025	4507	764
1026	4510	759
1027	4516	755
1028	4519	751
1029	4522	746
1030	4525	741
1031	4528	737
1032	4536	733
1033	4539	728
1034	4542	724
1035	4548	719
1036	4553	715
1037	4557	711
1038	4561	706
1039	4570	703
1040	4575	698
1041	4578	694
1042	4585	690
1043	4588	685
1044	4592	681
1045	4597	676
1046	4605	673
1047	4608	668
1048	4612	664
1049	4622	660
1050	4631	656
1051	4636	652
1052	4639	647
1053	4642	643
1054	4651	639
1055	4654	634
1056	4657	630
1057	4662	625
1058	4667	621
1059	4673	617
1060	4676	612
1061	4680	608
1062	4684	603
1063	4687	599
1064	4690	594
1065	4695	590
1066	4699	585
1067	4702	581
1068	4705	576
1069	4711	572
1070	4716	568
1071	4719	563
1072	4722	558
1073	4728	554
1074	4733	550
1075	4736	545
1076	4739	541
1077	4744	537
1078	4750	532
1079	4753	528
1080	4756	523
1081	4761	519
1082	4764	514
1083	4767	510
1084	4772	505
1085	4776	501
1086	4781	497
1087	4784	492
1088	4787	488
1089	4794	483
1090	4798	479
1091	4801	474
1092	4804	470
1093	4811	466
1094	4815	461
1095	4819	457
1096	4821	452
1097	4830	448
1098	4833	444
1099	4836	439
1100	4841	435
1101	4845	430
1102	4848	426
1103	4851	421
1104	4854	417
1105	4858	412
1106	4863	408
1107	4867	404
1108	4870	399
1109	4878	395
1110	4882	391
1111	4885	386
1112	4890	382
1113	4896	377
1114	4899	373
1115	4902	368
1116	4909	364
1117	4914	360
1118	4917	355
1119	4920	351
1120	4930	347
1121	4934	343
1122	4937	338
1123	4946	334
1124	4951	330
1125	4958	325
1126	4964	321
1127	4967	317
1128	4973	312
1129	4978	308
1130	4981	303
1131	4984	299
1132	4990	295
1133	4995	290
1134	4999	286
1135	5006	282
1136	5009	277
1137	5012	273
1138	5015	268
1139	5018	264
1140	5025	259
1141	5028	255
1142	5031	250
1143	5037	246
1144	5042	242
1145	5045	237
1146	5048	233
1147	5057	229
1148	5060	224
1149	5065	220
1150	5072	215
1151	5076	211
1152	5079	207
1153	5082	202
1154	5087	198
1155	5090	193
1156	5094	189
1157	5097	184
1158	5101	180
1159	5107	176
1160	5110	171
1161	5113	167
1162	5122	162
1163	5125	158
1164	5128	154
1165	5131	149
1166	5140	145
1167	5143	140
1168	5146	136
1169	5151	132
1170	5157	127
1171	5163	123
1172	5169	118
1173	5172	114
1174	5176	110
1175	5179	105
1176	5183	101
1177	5189	96
1178	5197	92
1179	5204	88
1180	5207	83
1181	5210	79
1182	5214	74
1183	5221	70
1184	5224	66
1185	5227	61
1186	5230	57
1187	5237	52
1188	5240	48
1189	5243	44
1190	5248	39
1191	5251	35
1192	5254	30
1193	5259	26
1194	5262	22
1195	5269	17
1196	5272	13
1197	5275	8
1198	5278	4
1199	5286	0
