iter	Logloss
670	0.08743381655
671	0.08738728753
672	0.08732394706
673	0.0872578696
674	0.0869784679
675	0.08678165499
676	0.08675212955
677	0.08648069296
678	0.08633065577
679	0.08618745986
680	0.08601061593
681	0.08592255705
682	0.08577216243
683	0.08568292777
684	0.08558991307
685	0.08538197735
686	0.08531700242
687	0.08515499226
688	0.08503205623
689	0.08481761798
690	0.08467140335
691	0.0844272072
692	0.08439470775
693	0.08429459972
694	0.08415203212
695	0.08410633171
696	0.08395862219
697	0.08376255156
698	0.08369500045
699	0.08361673945
700	0.08356050595
701	0.08331083025
702	0.08322041287
703	0.08296410781
704	0.08286227397
705	0.0827189726
706	0.08259196092
707	0.08252129427
708	0.08234336727
709	0.08221315457
710	0.08215111488
711	0.08201292643
712	0.08181834413
713	0.08168962204
714	0.0815710236
715	0.08131287498
716	0.08120136999
717	0.08109248503
718	0.08104298148
719	0.08090025841
720	0.08079778614
721	0.08052004532
722	0.08033728937
723	0.08029218618
724	0.0801140334
725	0.0799793175
726	0.07992841558
727	0.0798922341
728	0.07977544506
729	0.07965953072
730	0.0795127662
731	0.07939289248
732	0.07935449414
733	0.07914491695
734	0.07909021794
735	0.07899538408
736	0.07894560333
737	0.07876306007
738	0.07870743374
739	0.0786412243
740	0.07861122848
741	0.07844664126
742	0.0783718608
743	0.07808035849
744	0.07788610628
745	0.07770080834
746	0.07752103591
747	0.07743399317
748	0.07727145186
749	0.07715950308
750	0.07708424215
751	0.07701263103
752	0.07692680383
753	0.0768001225
754	0.07676113544
755	0.07670374672
756	0.07663662515
757	0.07661166135
758	0.07656622855
759	0.07647118709
760	0.07639640593
761	0.07622843673
762	0.0760559629
763	0.07598769295
764	0.07586271652
765	0.07578686624
766	0.07558207509
767	0.07548095254
768	0.0754196924
769	0.07537790254
770	0.0752053161
771	0.07513431976
772	0.07489226925
773	0.07470701773
774	0.07441724188
775	0.07435863953
776	0.07431681172
777	0.07417181334
778	0.07402280457
779	0.07387539336
780	0.07378044889
781	0.07366043825
782	0.07357415288
783	0.07351323543
784	0.07336926523
785	0.07330760603
786	0.07322254299
787	0.07303893228
788	0.07291007243
789	0.07271343448
790	0.07258905499
791	0.07256003572
792	0.07252434181
793	0.0724138593
794	0.07231439035
795	0.07210427378
796	0.07194592894
797	0.07186558456
798	0.07181591714
799	0.07174709346
800	0.0716047076
801	0.07156805736
802	0.07128516491
803	0.07109814562
804	0.07089383087
805	0.07081957664
806	0.07061313293
807	0.07044666134
808	0.07030551939
809	0.0701972469
810	0.07007841185
811	0.06993722307
812	0.06990198118
813	0.06972436762
814	0.06955095583
815	0.06949308947
816	0.06941361902
817	0.06929459989
818	0.06922683111
819	0.06911345981
820	0.06896123528
821	0.06882678927
822	0.06863643439
823	0.06857587208
824	0.06853587436
825	0.06842071945
826	0.06834326551
827	0.06814615887
828	0.06804480028
829	0.06792216273
830	0.06772042801
831	0.06767787298
832	0.06763342423
833	0.06754095553
834	0.0675053394
835	0.06735087841
836	0.0672682108
837	0.06720904346
838	0.06716792393
839	0.06697507544
840	0.06691156362
841	0.06686895954
842	0.06678777367
843	0.06675051408
844	0.06656407071
845	0.06652709204
846	0.06635365397
847	0.0662591242
848	0.06607744056
849	0.06604775669
850	0.06586751411
851	0.06581048817
852	0.06576423224
853	0.06572229576
854	0.06564762575
855	0.06560368602
856	0.06546317047
857	0.06537877404
858	0.06512984602
859	0.06508765439
860	0.06504895651
861	0.06481759174
862	0.06470357
863	0.06467347733
864	0.06445260001
865	0.06440635818
866	0.06419034097
867	0.06416006422
868	0.0641273324
869	0.0639434814
870	0.06386157879
871	0.06380407875
872	0.06369945044
873	0.06359255223
874	0.06347879954
875	0.063387692
876	0.06324453733
877	0.06309040164
878	0.06303317936
879	0.06294117665
880	0.06290501857
881	0.06288553754
882	0.06286116741
883	0.06280828473
884	0.0627741116
885	0.06270465681
886	0.06263291926
887	0.06258561861
888	0.06245048342
889	0.06240674866
890	0.06238166753
891	0.06234505109
892	0.06225582494
893	0.062210337
894	0.06210738748
895	0.06196381749
896	0.0618940244
897	0.06181407239
898	0.0615583588
899	0.06145522291
900	0.06131688062
901	0.06128154461
902	0.06126093472
903	0.06110983511
904	0.06109397269
905	0.06103896421
906	0.06100667158
907	0.06084997037
908	0.06071633298
909	0.06068842031
910	0.06067347344
911	0.06064514301
912	0.06062996866
913	0.06059354393
914	0.06043221935
915	0.06039805071
916	0.06034411801
917	0.06030899916
918	0.0601041664
919	0.06005966254
920	0.05980533415
921	0.05976211812
922	0.05974769368
923	0.05954123238
924	0.05942297529
925	0.05931207406
926	0.05928719406
927	0.0590491112
928	0.05892148962
929	0.0587566748
930	0.05870045927
931	0.05864524127
932	0.05861107301
933	0.05857023916
934	0.05843673919
935	0.05825170556
936	0.05819602721
937	0.05817014366
938	0.05813937475
939	0.05809850217
940	0.05805382768
941	0.05785606582
942	0.05770273351
943	0.0576729057
944	0.05761590276
945	0.05755545721
946	0.05748883169
947	0.05744930335
948	0.05742162881
949	0.0573916033
950	0.05733761111
951	0.05722570337
952	0.05720017327
953	0.05718889875
954	0.05700868725
955	0.05699311138
956	0.05686023056
957	0.05661212387
958	0.05638529086
959	0.05613308251
960	0.0561247345
961	0.05597212658
962	0.05583187741
963	0.05581830725
964	0.05579144347
965	0.05573857761
966	0.05564257469
967	0.0554989
968	0.05531995045
969	0.0551962067
970	0.0551704816
971	0.0551186816
972	0.0551035143
973	0.05502304771
974	0.0550023901
975	0.05482916636
976	0.05464588016
977	0.05439600933
978	0.05427606478
979	0.05417020528
980	0.05415095233
981	0.05411061831
982	0.05409670827
983	0.05406982261
984	0.05398057484
985	0.05387110717
986	0.05382332179
987	0.05368044715
988	0.0536158031
989	0.05355505492
990	0.05351672819
991	0.05344449885
992	0.05340968748
993	0.05325544328
994	0.05324339981
995	0.05322194764
996	0.05320884482
997	0.05302374246
998	0.05300187556
999	0.05298346731
