iter	Passed	Remaining
154	1097	6692
155	1112	6731
156	1124	6753
157	1132	6751
158	1135	6722
159	1139	6693
160	1147	6693
161	1154	6686
162	1165	6701
163	1169	6673
164	1172	6645
165	1182	6653
166	1186	6626
167	1190	6606
168	1197	6597
169	1201	6570
170	1204	6545
171	1214	6550
172	1219	6532
173	1229	6544
174	1241	6563
175	1247	6548
176	1251	6524
177	1254	6498
178	1263	6501
179	1267	6477
180	1271	6454
181	1280	6457
182	1292	6476
183	1303	6489
184	1313	6498
185	1317	6475
186	1323	6463
187	1329	6450
188	1333	6425
189	1337	6407
190	1352	6437
191	1375	6505
192	1382	6498
193	1388	6484
194	1396	6479
195	1399	6455
196	1404	6438
197	1411	6429
198	1422	6438
199	1430	6437
200	1434	6414
201	1445	6425
202	1448	6401
203	1453	6383
204	1465	6397
205	1474	6397
206	1496	6457
207	1502	6444
208	1527	6511
209	1542	6535
210	1566	6599
211	1584	6635
212	1604	6680
213	1627	6736
214	1648	6783
215	1658	6785
216	1661	6762
217	1666	6742
218	1674	6734
219	1678	6712
220	1691	6728
221	1697	6714
222	1705	6706
223	1711	6694
224	1716	6675
225	1724	6668
226	1731	6657
227	1743	6668
228	1756	6682
229	1765	6679
230	1774	6675
231	1778	6654
232	1783	6636
233	1790	6625
234	1794	6603
235	1798	6582
236	1805	6574
237	1809	6552
238	1823	6570
239	1830	6559
240	1838	6552
241	1842	6531
242	1853	6538
243	1857	6518
244	1861	6496
245	1868	6487
246	1874	6472
247	1877	6451
248	1884	6439
249	1894	6439
250	1905	6446
251	1909	6425
252	1915	6414
253	1921	6399
254	1924	6378
255	1928	6357
256	1936	6352
257	1939	6331
258	1946	6321
259	1958	6326
260	1962	6307
261	1972	6308
262	1976	6290
263	1984	6284
264	1989	6267
265	1992	6247
266	1999	6238
267	2003	6220
268	2009	6208
269	2021	6213
270	2031	6213
271	2039	6207
272	2042	6188
273	2052	6186
274	2055	6167
275	2059	6148
276	2067	6143
277	2071	6124
278	2081	6124
279	2089	6119
280	2093	6102
281	2102	6100
282	2106	6080
283	2117	6083
284	2131	6095
285	2149	6118
286	2163	6129
287	2169	6116
288	2179	6116
289	2184	6100
290	2187	6082
291	2192	6067
292	2199	6057
293	2202	6038
294	2218	6054
295	2228	6054
296	2233	6038
297	2238	6024
298	2245	6014
299	2249	5999
300	2253	5981
301	2257	5965
302	2264	5956
303	2268	5938
304	2276	5933
305	2286	5933
306	2297	5934
307	2302	5920
308	2309	5913
309	2314	5899
310	2319	5883
311	2325	5874
312	2330	5860
313	2335	5845
314	2345	5845
315	2358	5851
316	2364	5840
317	2368	5825
318	2375	5815
319	2380	5802
320	2384	5786
321	2388	5772
322	2395	5762
323	2399	5746
324	2404	5732
325	2415	5734
326	2419	5718
327	2429	5718
328	2432	5701
329	2436	5684
330	2448	5689
331	2452	5672
332	2464	5676
333	2469	5662
334	2493	5695
335	2509	5705
336	2516	5698
337	2530	5704
338	2565	5759
339	2578	5763
340	2590	5766
341	2596	5755
342	2609	5759
343	2618	5754
344	2627	5750
345	2631	5734
346	2637	5723
347	2642	5710
348	2645	5693
349	2649	5677
350	2658	5672
351	2662	5657
352	2666	5641
353	2680	5648
354	2691	5647
355	2696	5635
356	2706	5633
357	2710	5618
358	2715	5604
359	2724	5599
360	2727	5584
361	2738	5582
362	2748	5579
363	2758	5578
364	2763	5564
365	2773	5562
366	2783	5558
367	2789	5549
368	2794	5535
369	2798	5521
370	2810	5522
371	2814	5507
372	2822	5502
373	2826	5487
374	2830	5471
375	2841	5471
376	2844	5455
377	2851	5447
378	2856	5433
379	2860	5419
380	2873	5421
381	2889	5431
382	2893	5416
383	2897	5402
384	2905	5395
385	2912	5387
386	2926	5390
387	2939	5393
388	2951	5394
389	2958	5386
390	2962	5371
391	2970	5365
392	2974	5350
393	2978	5336
394	2984	5327
395	2988	5312
396	2992	5299
397	3001	5293
398	3011	5291
399	3022	5288
400	3025	5274
401	3031	5264
402	3037	5252
403	3040	5238
404	3044	5223
405	3053	5219
406	3056	5204
407	3071	5208
408	3076	5198
409	3087	5196
410	3091	5182
411	3098	5174
412	3103	5162
413	3108	5151
414	3116	5143
415	3120	5130
416	3123	5116
417	3139	5122
418	3152	5123
419	3156	5110
420	3162	5100
421	3167	5089
422	3171	5076
423	3175	5062
424	3182	5055
425	3186	5041
426	3190	5027
427	3200	5025
428	3214	5027
429	3224	5023
430	3237	5024
431	3241	5011
432	3250	5006
433	3253	4992
434	3266	4993
435	3275	4987
436	3282	4979
437	3288	4969
438	3295	4961
439	3299	4949
440	3303	4936
441	3306	4922
442	3315	4917
443	3326	4914
444	3340	4917
445	3360	4928
446	3373	4927
447	3391	4936
448	3413	4949
449	3422	4943
450	3437	4947
451	3447	4941
452	3450	4928
453	3457	4919
454	3471	4921
455	3481	4916
456	3495	4918
457	3516	4929
458	3527	4926
459	3536	4919
460	3544	4912
461	3562	4919
462	3579	4924
463	3594	4927
464	3619	4942
465	3649	4964
466	3670	4975
467	3682	4973
468	3690	4965
469	3695	4953
470	3699	4940
471	3707	4932
472	3712	4920
473	3716	4908
474	3731	4909
475	3739	4902
476	3744	4890
477	3747	4876
478	3751	4863
479	3762	4860
480	3767	4848
481	3780	4846
482	3786	4837
483	3809	4848
484	3814	4836
485	3817	4823
486	3825	4815
487	3828	4801
488	3834	4790
489	3844	4786
490	3849	4774
491	3874	4787
492	3891	4791
493	3914	4801
494	3943	4819
495	3957	4819
496	3971	4818
497	3977	4808
498	3982	4796
499	4001	4801
500	4013	4798
501	4023	4792
502	4027	4779
503	4039	4776
504	4044	4765
505	4057	4762
506	4068	4759
507	4074	4748
508	4078	4735
509	4089	4731
510	4093	4718
511	4098	4706
512	4106	4698
513	4109	4685
514	4113	4672
515	4125	4669
516	4137	4665
517	4156	4669
518	4164	4662
519	4174	4656
520	4178	4644
521	4190	4639
522	4200	4634
523	4206	4624
524	4209	4610
525	4218	4603
526	4222	4591
527	4226	4578
528	4233	4569
529	4237	4557
530	4241	4544
531	4247	4534
532	4259	4530
533	4270	4525
534	4274	4514
535	4282	4506
536	4287	4494
537	4290	4481
538	4293	4469
539	4302	4461
540	4305	4449
541	4309	4436
542	4321	4432
543	4332	4427
544	4336	4415
545	4339	4403
546	4347	4395
547	4352	4383
548	4355	4371
549	4362	4362
550	4367	4351
551	4370	4339
552	4375	4327
553	4389	4326
554	4400	4321
555	4404	4309
556	4407	4297
557	4416	4289
558	4421	4279
559	4425	4267
560	4433	4259
561	4436	4247
562	4440	4235
563	4452	4231
564	4462	4225
565	4467	4214
566	4473	4205
567	4482	4198
568	4486	4186
569	4491	4176
570	4498	4167
571	4502	4156
572	4505	4144
573	4517	4140
574	4530	4136
575	4540	4130
576	4554	4128
577	4563	4121
578	4567	4110
579	4571	4098
580	4579	4091
581	4587	4082
582	4599	4078
583	4603	4067
584	4610	4058
585	4614	4047
586	4618	4036
587	4621	4024
588	4627	4015
589	4632	4003
590	4635	3992
591	4641	3983
592	4652	3977
593	4664	3973
594	4668	3962
595	4675	3954
596	4680	3943
597	4683	3931
598	4686	3920
599	4692	3910
600	4697	3900
601	4700	3888
602	4707	3879
603	4718	3875
604	4728	3868
605	4741	3865
606	4746	3855
607	4750	3844
608	4758	3836
609	4762	3825
610	4766	3814
611	4770	3803
612	4786	3802
613	4797	3797
614	4801	3786
615	4810	3779
616	4814	3768
617	4818	3758
618	4826	3750
619	4830	3739
620	4834	3729
621	4847	3725
622	4859	3720
623	4866	3711
624	4873	3703
625	4877	3693
626	4881	3682
627	4887	3673
628	4892	3663
629	4896	3653
630	4900	3642
631	4914	3639
632	4920	3629
633	4926	3621
634	4930	3610
635	4940	3604
636	4948	3596
637	4963	3594
638	4969	3584
639	4979	3578
640	4989	3572
641	4993	3562
642	5003	3556
643	5014	3550
644	5026	3546
645	5033	3537
646	5048	3534
647	5058	3528
648	5062	3517
649	5071	3510
650	5074	3500
651	5079	3490
652	5086	3481
653	5090	3471
654	5094	3461
655	5098	3450
656	5108	3444
657	5119	3438
658	5128	3432
659	5139	3426
660	5144	3416
661	5148	3406
662	5154	3397
663	5158	3387
664	5161	3376
665	5171	3370
666	5181	3363
667	5188	3355
668	5194	3346
669	5200	3337
670	5205	3328
671	5209	3317
672	5212	3307
673	5220	3299
674	5224	3289
675	5227	3278
676	5237	3272
677	5249	3267
678	5256	3259
679	5261	3249
680	5269	3242
681	5272	3231
682	5276	3221
683	5284	3213
684	5287	3203
685	5291	3193
686	5295	3183
687	5305	3177
688	5316	3171
689	5320	3161
690	5335	3158
691	5349	3154
692	5355	3145
693	5359	3135
694	5372	3131
695	5383	3124
696	5387	3114
697	5394	3107
698	5401	3098
699	5404	3088
700	5408	3078
701	5416	3071
702	5420	3061
703	5424	3051
704	5434	3044
705	5439	3035
706	5444	3026
707	5448	3016
708	5458	3010
709	5467	3003
710	5471	2993
711	5476	2984
712	5486	2977
713	5489	2967
714	5496	2959
715	5508	2954
716	5517	2947
717	5522	2937
718	5528	2929
719	5533	2920
720	5537	2910
721	5543	2902
722	5548	2893
723	5552	2883
724	5561	2876
725	5568	2868
726	5572	2858
727	5581	2852
728	5585	2842
729	5598	2837
730	5602	2827
731	5605	2818
732	5614	2811
733	5618	2801
734	5622	2791
735	5634	2786
736	5645	2780
737	5654	2773
738	5664	2766
739	5667	2757
740	5674	2749
741	5680	2740
742	5684	2731
743	5687	2721
744	5701	2716
745	5712	2710
746	5716	2701
747	5720	2692
748	5731	2686
749	5736	2676
750	5749	2672
751	5754	2662
752	5763	2655
753	5776	2650
754	5783	2642
755	5787	2633
756	5796	2626
757	5800	2616
758	5804	2607
759	5811	2599
760	5814	2590
761	5819	2581
762	5831	2575
763	5841	2569
764	5849	2561
765	5855	2553
766	5862	2545
767	5867	2536
768	5873	2528
769	5878	2519
770	5884	2511
771	5894	2504
772	5910	2500
773	5921	2493
774	5930	2487
775	5936	2478
776	5943	2470
777	5947	2461
778	5950	2452
779	5959	2445
780	5970	2438
781	5978	2431
782	5990	2425
783	5994	2416
784	5997	2406
785	6004	2398
786	6009	2390
787	6013	2381
788	6018	2372
789	6026	2364
790	6037	2358
791	6041	2349
792	6045	2340
793	6054	2333
794	6058	2324
795	6062	2315
796	6068	2307
797	6074	2298
798	6077	2289
799	6081	2280
800	6094	2274
801	6099	2266
802	6106	2258
803	6114	2251
804	6124	2244
805	6129	2235
806	6143	2230
807	6156	2225
808	6170	2219
809	6178	2212
810	6186	2204
811	6191	2195
812	6194	2186
813	6204	2180
814	6208	2171
815	6212	2162
816	6220	2154
817	6226	2146
818	6235	2139
819	6239	2130
820	6243	2121
821	6256	2115
822	6259	2106
823	6266	2099
824	6271	2090
825	6276	2081
826	6287	2075
827	6293	2067
828	6303	2060
829	6315	2054
830	6320	2045
831	6323	2036
832	6327	2028
833	6336	2021
834	6340	2012
835	6344	2003
836	6360	1998
837	6372	1992
838	6376	1983
839	6385	1976
840	6389	1967
841	6392	1958
842	6400	1951
843	6404	1942
844	6408	1933
845	6418	1927
846	6426	1919
847	6435	1912
848	6442	1904
849	6450	1897
850	6454	1888
851	6458	1879
852	6470	1873
853	6473	1864
854	6481	1857
855	6491	1850
856	6503	1843
857	6507	1835
858	6518	1828
859	6523	1820
860	6537	1814
861	6554	1809
862	6565	1802
863	6571	1794
864	6582	1788
865	6586	1779
866	6590	1771
867	6598	1763
868	6602	1755
869	6606	1746
870	6616	1739
871	6630	1733
872	6635	1725
873	6639	1716
874	6648	1709
875	6652	1701
876	6655	1692
877	6664	1685
878	6667	1676
879	6671	1667
880	6679	1660
881	6689	1653
882	6702	1647
883	6710	1639
884	6717	1632
885	6727	1624
886	6732	1616
887	6735	1608
888	6740	1599
889	6751	1593
890	6759	1585
891	6764	1577
892	6770	1569
893	6780	1562
894	6783	1553
895	6787	1545
896	6795	1537
897	6800	1529
898	6803	1521
899	6813	1514
900	6822	1506
901	6830	1499
902	6834	1490
903	6843	1483
904	6847	1475
905	6850	1466
906	6859	1459
907	6863	1451
908	6866	1442
909	6871	1434
910	6880	1427
911	6894	1421
912	6901	1413
913	6912	1406
914	6917	1398
915	6931	1392
916	6936	1384
917	6949	1377
918	6963	1371
919	6966	1363
920	6973	1355
921	6978	1347
922	6982	1338
923	6987	1330
924	6993	1323
925	6997	1314
926	7000	1306
927	7015	1300
928	7025	1293
929	7029	1284
930	7041	1278
931	7045	1270
932	7049	1261
933	7058	1254
934	7061	1246
935	7065	1237
936	7075	1230
937	7083	1223
938	7091	1215
939	7098	1208
940	7107	1200
941	7111	1192
942	7115	1184
943	7124	1177
944	7128	1169
945	7131	1160
946	7142	1154
947	7158	1147
948	7161	1139
949	7167	1131
950	7173	1123
951	7176	1115
952	7180	1107
953	7188	1100
954	7192	1092
955	7196	1083
956	7202	1076
957	7210	1068
958	7222	1061
959	7227	1054
960	7236	1046
961	7241	1038
962	7245	1030
963	7254	1023
964	7257	1015
965	7261	1007
966	7268	999
967	7276	992
968	7288	985
969	7292	977
970	7305	970
971	7310	962
972	7322	955
973	7328	947
974	7340	941
975	7352	934
976	7366	927
977	7371	919
978	7375	911
979	7380	903
980	7387	896
981	7391	888
982	7395	880
983	7406	873
984	7419	866
985	7422	858
986	7426	850
987	7436	843
988	7440	835
989	7449	827
990	7455	820
991	7459	812
992	7468	804
993	7482	797
994	7486	790
995	7493	782
996	7501	774
997	7505	767
998	7510	759
999	7518	751
1000	7521	743
1001	7525	736
1002	7532	728
1003	7537	720
1004	7544	713
1005	7552	705
1006	7556	697
1007	7569	690
1008	7573	683
1009	7579	675
1010	7586	667
1011	7589	659
1012	7595	652
1013	7612	645
1014	7622	638
1015	7630	630
1016	7634	623
1017	7637	615
1018	7641	607
1019	7648	599
1020	7652	592
1021	7655	584
1022	7662	576
1023	7672	569
1024	7683	562
1025	7698	555
1026	7709	548
1027	7715	540
1028	7719	532
1029	7730	525
1030	7741	518
1031	7752	510
1032	7756	503
1033	7769	495
1034	7781	488
1035	7787	481
1036	7803	474
1037	7829	467
1038	7851	460
1039	7870	454
1040	7893	447
1041	7898	439
1042	7903	431
1043	7916	424
1044	7924	417
1045	7932	409
1046	7941	401
1047	7952	394
1048	7962	387
1049	7965	379
1050	7968	371
1051	7975	363
1052	7979	356
1053	7983	348
1054	7989	340
1055	7994	333
1056	7998	325
1057	8002	317
1058	8013	310
1059	8017	302
1060	8028	295
1061	8032	287
1062	8039	279
1063	8044	272
1064	8048	264
1065	8052	256
1066	8059	249
1067	8067	241
1068	8075	234
1069	8082	226
1070	8099	219
1071	8110	211
1072	8114	204
1073	8122	196
1074	8128	189
1075	8143	181
1076	8151	174
1077	8161	166
1078	8164	158
1079	8173	151
1080	8177	143
1081	8181	136
1082	8190	128
1083	8204	121
1084	8211	113
1085	8216	105
1086	8223	98
1087	8227	90
1088	8230	83
1089	8240	75
1090	8243	68
1091	8247	60
1092	8255	52
1093	8261	45
1094	8270	37
1095	8277	30
1096	8286	22
1097	8290	15
1098	8294	7
1099	8303	0
